Doc,Word,Baseline,System
p48/d2989,Chicago,0,0
p48/d3000,accused,1,1
p48/d3000,sentenced,1,1
p48/d3000,death,1,1
p48/d3008,bought,1,1
p48/d3008,apples,1,0
p48/d3025,Tom,0,0
p48/d3025,chased,0,0
p48/d3025,mugger,1,0
p48/d3025,caught,0,0
p48/d3032,Tom,0,0
p48/d3032,threw,1,0
p48/d3032,ducked,1,0
p48/d3053,extraordinary,1,1
p48/d3074,He,0,0
p48/d3074,dazzled,0,0
p48/d3074,beauty,1,0
p48/d3106,house,1,1
p48/d3106,belongs,1,1
p48/d3106,Mr,0,0
p48/d3108,Tom,0,0
p48/d3108,played,0,0
p48/d3108,flute,1,0
p48/d3180,He,0,0
p48/d3180,returned,1,0
p48/d3180,native,0,0
p48/d3180,village,0,0
p48/d3229,sailors,1,0
p48/d3291,music,1,0
p48/d3291,composed,0,0
p48/d3291,Bach,0,0
p48/d3332,Tom,0,0
p48/d3332,go,0,0
p48/d3343,grandmother,0,0
p48/d3343,died,1,0
p48/d3346,completely,0,0
p48/d3346,absorbed,0,0
p48/d3346,book,1,0
p48/d3410,cat,1,0
p48/d3410,meowed,1,1
p48/d3419,attempted,0,0
p48/d3419,destroy,1,1
p48/d3419,evidence,0,0
p48/d3425,are,0,0
p48/d3425,Tom,0,0
p48/d3428,used,1,0
p48/d3428,margarine,1,1
p48/d3428,butter,1,0
p48/d3441,Tom,0,0
p48/d3441,was,0,0
p48/d3441,meeting,1,0
p48/d3446,Tom,0,0
p48/d3446,grouch,1,0
p48/d3453,likes,0,0
p48/d3453,Tom,0,0
p48/d3500,lady,1,0
p48/d3500,drinking,0,0
p48/d3500,water,0,0
p48/d3501,behaviour,0,0
p48/d3509,expenditure,0,0
p48/d3509,totaled,1,0
p48/d3509,yen,0,0
p48/d3512,decided,1,0
p48/d3512,pull,0,0
p48/d3512,old,0,0
p48/d3512,building,1,0
p48/d3531,He,0,0
p48/d3531,bought,1,0
p48/d3531,drink,1,1
p48/d3532,learning,0,0
p48/d3532,Japanese,0,0
p49/d0035,Men,0,0
p49/d0035,sawing,1,1
p49/d0039,Someone,1,0
p49/d0039,reading,0,0
p49/d0039,email,0,0
p49/d0765,Kanchenjunga,0,0
p49/d0765,meters,1,0
p49/d0765,high,0,1
p49/d0766,Ken,0,0
p49/d0766,beat,0,0
p49/d0766,chess,0,0
p49/d0775,want,0,0
p49/d0775,sweet,0,0
p49/d0795,accompanied,0,0
p49/d0795,piano,1,0
p49/d0820,busy,0,1
p49/d0837,He,0,0
p49/d0837,ship,1,0
p49/d0895,ken,0,0
p49/d0896,learn,1,0
p49/d0896,Czech,0,0
p49/d0942,got,1,0
p49/d0942,money,1,0
p49/d0942,ATM,0,0
p49/d0954,He,0,0
p49/d0954,complained,1,0
p49/d0954,noise,1,0
p49/d0959,buy,0,0
p49/d0959,new,0,0
p49/d0959,one,0,0
p49/d1226,German,0,0
p49/d1226,soldiers,1,1
p49/d1226,repair,0,0
p49/d1226,bridge,1,0
p49/d1226,Bosnia,0,0
p49/d1470,tyres,0,0
p49/d1470,very,0,1
p49/d1470,sticky,0,0
p49/d1632,war,1,0
p49/d1632,lasted,1,0
p49/d1632,years,0,1
p49/d1656,see,0,0
p49/d1656,man,1,0
p49/d1656,woman,1,0
p49/d1681,go,0,0
p49/d1681,Seoul,0,0
p49/d1681,friend,1,0
p49/d1738,bicycle,1,0
p49/d1738,stolen,1,0
p49/d1781,Tom,0,0
p49/d1781,lives,0,0
p49/d1783,meet,0,0
p49/d1783,quarrel,0,0
p49/d1795,type,0,0
p49/d1795,letters,0,0
p49/d1795,use,0,0
p49/d1813,picked,0,0
p49/d1813,beautiful,1,1
p49/d1813,flowers,1,0
p49/d1828,Tom,0,0
p49/d1828,Mary,0,0
p49/d1869,overcoat,0,0
p49/d1869,lasted,1,0
p49/d1869,years,0,0
p49/d1895,drink,0,0
p49/d1895,cups,0,1
p49/d1895,coffee,1,1
p49/d1911,He,0,0
p49/d1911,telling,0,0
p49/d1911,lies,1,0
p49/d1914,speak,0,0
p49/d1914,Mari,0,0
p49/d1939,He,0,0
p49/d1939,hired,1,1
p49/d1958,Tom,0,0
p49/d1958,stole,0,1
p49/d1958,ring,0,0
p49/d2026,cost,1,0
p49/d2026,amounted,0,0
p49/d2026,pesos,0,0
p49/d2032,reading,0,0
p49/d2032,Meg,0,0
p49/d2032,painting,0,0
p49/d2034,adopted,0,0
p49/d2034,young,0,0
p49/d2034,boy,0,0
p49/d2034,Cambodia,0,0
p49/d2179,called,0,0
p49/d2179,hours,0,0
p49/d2186,dieting,0,1
p49/d2203,Tom,0,0
p49/d2203,salted,1,0
p49/d2203,egg,0,0
p49/d2223,is,0,0
p49/d2223,bench,1,0
p49/d2223,balcony,0,0
p49/d2237,he,0,0
p49/d2237,betrayed,0,0
p49/d2266,Tom,0,0
p49/d2266,white,0,0
p49/d2266,sheet,0,0
p49/d2355,Tom,0,0
p49/d2355,tricked,0,0
p49/d2368,dog,1,0
p49/d2368,bit,0,0
p49/d2368,Tom,0,0
p49/d2369,snake,1,0
p49/d2369,hisses,0,0
p49/d2431,Tom,0,0
p49/d2431,kissed,0,0
p49/d2431,Mary,0,0
p49/d2530,coup,0,0
p49/d2530,meticulously,1,1
p49/d2530,executed,0,0
p49/d2544,girl,1,0
p49/d2544,playing,0,0
p49/d2544,piano,1,0
p49/d2544,named,1,0
p49/d2643,father,0,0
p49/d2643,sons,1,0
p49/d2643,daughters,1,1
p49/d2748,Tom,0,0
p49/d2748,smoke,0,0
p49/d2760,Tom,0,0
p49/d2760,missed,0,0
p49/d2760,exit,1,0
p49/d2781,stupid,0,0
p49/d2781,boy,0,0
p49/d2781,he,0,0
p49/d2781,is,1,0
p49/d2782,Tom,0,0
p49/d2782,caught,0,0
p49/d2782,fish,1,0
p49/d2814,are,0,0
p49/d2814,Fatima,0,0
p49/d2821,Tom,0,0
p49/d2821,likes,0,0
p49/d2821,ponies,1,0
p49/d2865,took,0,0
p49/d2865,minutes,0,0
p49/d2865,walk,0,0
p49/d2865,metro,1,1
p49/d2865,station,1,0
p49/d2909,Traffic,1,0
p49/d2909,blocked,0,0
p49/d2909,landslide,0,0
p49/d2914,read,0,0
p49/d2950,bed,1,0
p49/d2950,costs,0,1
p49/d2950,euros,1,0
p49/d2981,eaten,1,0
p49/d2981,banana,0,0
p49/d2981,pie,1,0
p49/d2996,Tom,0,0
p49/d2996,allergic,0,0
p49/d2996,nuts,1,0
p49/d3026,Napoleon,0,0
p49/d3026,banished,1,0
p49/d3056,captured,1,0
p49/d3056,butterflies,1,0
p49/d3056,net,0,0
p49/d3093,surprised,0,1
p49/d3093,news,1,0
p49/d3096,fined,0,0
p49/d3097,shook,0,0
p49/d3097,hand,1,0
p49/d3111,hear,0,0
p49/d3111,Bob,0,0
p49/d3111,Lucy,0,0
p49/d3111,broken,0,0
p49/d3121,born,0,0
p49/d3121,Russia,0,0
p49/d3121,speak,0,0
p49/d3121,Russian,1,1
p49/d3130,He,0,0
p49/d3130,shined,0,0
p49/d3130,shoes,0,0
p49/d3156,has,0,0
p49/d3156,ancient,0,0
p49/d3157,workers,1,0
p49/d3157,striking,0,0
p49/d3167,Tom,0,0
p49/d3167,dialed,0,1
p49/d3167,number,0,0
p49/d3272,stars,1,0
p49/d3272,visible,1,0
p49/d3272,sky,1,0
p49/d3314,Tom,0,0
p49/d3314,graduated,1,1
p49/d3411,squirrel,1,0
p49/d3411,has,0,0
p49/d3411,nut,1,0
p49/d3411,allergy,1,1
p49/d3483,Tom,0,0
p49/d3483,removed,1,0
p49/d3483,helmet,0,0
p49/d3496,love,0,0
p49/d3545,child,1,0
p49/d3545,teething,0,1
p49/d3554,live,0,0
p52/d0756,joined,1,0
p52/d0756,French,0,0
p52/d0756,resistance,0,0
p52/d0756,Germans,0,0
p52/d0756,occupied,0,0
p52/d0756,Paris,0,0
p52/d0761,revenues,0,0
p52/d0761,risen,0,0
p52/d0782,were,1,0
p52/d0782,boy,0,0
p52/d0782,join,0,1
p52/d0808,brother,1,0
p52/d0808,years,0,0
p52/d0808,older,0,1
p52/d0808,he,0,0
p52/d0808,centimeters,1,1
p52/d0808,shorter,0,1
p52/d0872,he,0,0
p52/d0872,did,0,0
p52/d0872,wrong,0,0
p52/d0887,like,0,0
p52/d0887,write,1,0
p52/d0887,poems,1,1
p52/d0947,called,0,0
p52/d0947,chosen,0,0
p52/d1386,Apollo,0,0
p52/d1386,astronauts,1,1
p52/d1386,wave,0,0
p52/d1386,moon,1,0
p52/d1387,is,0,0
p52/d1387,capital,0,0
p52/d1387,Iran,0,0
p52/d1389,Who,0,0
p52/d1389,is,0,0
p52/d1389,Hungarian,0,0
p52/d1390,Who,0,0
p52/d1390,painted,1,0
p52/d1390,Scream,0,0
p52/d1395,is,0,0
p52/d1395,highest,0,0
p52/d1395,mountain,1,0
p52/d1396,die,0,0
p52/d1407,broken,0,0
p52/d1407,favourite,0,0
p52/d1407,bracelet,0,0
p52/d1415,appointed,0,1
p52/d1415,chairperson,0,0
p52/d1434,Somalia,0,0
p52/d1434,called,0,0
p52/d1434,Arabic,1,1
p52/d1439,says,0,0
p52/d1439,nose,1,0
p52/d1439,grow,0,0
p52/d1477,stared,0,0
p52/d1477,ceiling,1,1
p52/d1489,Tom,0,0
p52/d1489,read,0,0
p52/d1489,label,1,0
p52/d1489,bottle,1,0
p52/d1514,carved,0,0
p52/d1514,name,1,0
p52/d1514,tree,1,0
p52/d1514,knife,1,0
p52/d1544,chicken,1,1
p52/d1544,overcooked,1,1
p52/d1573,Tom,0,0
p52/d1573,retired,1,0
p52/d1582,know,0,0
p52/d1582,had,1,0
p52/d1582,sister,1,1
p52/d1587,go,0,0
p52/d1587,restaurant,1,1
p52/d1596,punched,1,0
p52/d1596,chin,1,0
p52/d1659,one,0,0
p52/d1659,ship,1,0
p52/d1672,taller,1,0
p52/d1677,cozy,0,0
p52/d1678,one,0,0
p52/d1678,Tom,0,0
p52/d1768,Mr.,0,0
p52/d1768,Chinese,0,0
p52/d1849,ruined,0,0
p52/d1854,He,0,0
p52/d1854,picked,0,0
p52/d1854,rifle,1,1
p52/d1854,aimed,1,1
p52/d1854,it,0,0
p52/d1854,target,1,1
p52/d1897,boat,1,0
p52/d1897,sailed,1,1
p52/d1926,Tom,0,0
p52/d1926,donated,1,0
p52/d1926,paintings,1,0
p52/d1926,museum,1,0
p52/d1951,screamed,0,0
p52/d1971,sell,0,0
p52/d2006,He,0,0
p52/d2006,bought,1,0
p52/d2006,eggs,1,0
p52/d2025,are,0,0
p52/d2025,families,0,0
p52/d2025,village,0,1
p52/d2041,guys,1,0
p52/d2041,weird,0,0
p52/d2057,None,0,0
p52/d2057,are,0,0
p52/d2057,cowards,1,0
p52/d2088,France,0,0
p52/d2116,Who,0,0
p52/d2116,invented,1,0
p52/d2116,karaoke,1,1
p52/d2121,Tom,0,0
p52/d2121,single,0,0
p52/d2121,has,0,0
p52/d2121,year,1,0
p52/d2121,old,0,1
p52/d2121,daughter,1,1
p52/d2141,hotels,1,0
p52/d2141,are,0,0
p52/d2141,Paris,0,0
p52/d2223,mothers,1,0
p52/d2223,sew,1,0
p52/d2248,squid,1,0
p52/d2248,is,0,0
p52/d2248,quids,0,0
p52/d2324,is,1,0
p52/d2366,car,1,0
p52/d2366,German,0,0
p52/d2428,performance,1,1
p52/d2428,began,0,1
p52/d2465,acquainted,0,0
p52/d2465,daughter,1,1
p52/d2577,eat,1,0
p52/d2593,lent,0,0
p52/d2593,record,0,0
p52/d2593,Ken,0,0
p52/d2601,Nobody,0,0
p52/d2601,complained,1,1
p52/d2675,Tom,0,0
p52/d2675,name,1,0
p52/d2675,is,0,0
p52/d2675,envelope,1,0
p52/d2713,He,0,0
p52/d2713,stamped,0,0
p52/d2713,fire,0,0
p52/d2755,pigged,0,0
p52/d2755,pizza,1,0
p52/d2976,speak,0,1
p52/d2976,Swedish,1,0
p52/d2980,partial,0,0
p52/d2980,chocolate,0,1
p52/d3045,wrote,0,0
p52/d3045,letter,1,0
p52/d3066,He,0,0
p52/d3066,has,0,0
p52/d3066,Alzheimer's,0,0
p52/d3137,neck,1,1
p52/d3137,hurts,0,0
p52/d3190,Nobody,0,0
p52/d3190,cleverer,0,0
p52/d3190,he,0,0
p52/d3204,Tom,0,0
p52/d3204,be,0,0
p52/d3204,soldier,1,0
p52/d3216,chased,0,1
p52/d3216,Browne,0,0
p52/d3239,map,1,0
p52/d3239,is,0,0
p52/d3239,wall,1,0
p52/d3321,skirt,1,0
p52/d3321,totally,0,0
p52/d3368,married,0,0
p52/d3368,Polish,0,0
p52/d3368,woman,1,0
p52/d3385,Tom,0,0
p52/d3385,drove,0,0
p52/d3385,school,0,1
p52/d3450,Tom,0,0
p52/d3450,amused,0,0
p52/d3453,large,0,0
p52/d3453,rock,1,0
p52/d3453,small,0,0
p52/d3453,one,0,0
p52/d3490,police,1,1
p52/d3490,interrogating,0,1
p52/d3490,Tom,0,0
p53/d0711,started,0,0
p53/d0764,died,1,1
p53/d0816,born,0,0
p53/d0818,learned,1,0
p53/d0818,French,1,0
p53/d0818,German,0,0
p53/d0857,It,0,0
p53/d0857,snowing,1,1
p53/d0883,taller,1,1
p53/d0942,grew,0,0
p53/d0942,house,1,0
p53/d0946,prick,0,0
p53/d0946,bleed,0,0
p53/d0949,rich,0,0
p53/d0949,happy,1,1
p53/d1111,shook,0,0
p53/d1111,head,1,0
p53/d1381,pianist,1,0
p53/d1381,grow,0,0
p53/d1386,prize,1,0
p53/d1386,Weinberg,0,0
p53/d1386,win,0,1
p53/d1387,award,0,0
p53/d1387,director,0,0
p53/d1387,film,0,0
p53/d1387,win,0,0
p53/d1419,born,0,0
p53/d1441,Tom,0,0
p53/d1441,flew,1,0
p53/d1441,Boston,0,0
p53/d1483,house,1,0
p53/d1483,has,0,1
p53/d1483,rooms,0,1
p53/d1553,boat,1,0
p53/d1553,danced,0,1
p53/d1553,choppy,0,0
p53/d1553,water,0,0
p53/d1601,It,0,0
p53/d1601,novel,1,0
p53/d1601,based,0,0
p53/d1601,movie,1,1
p53/d1608,apple,1,0
p53/d1608,boy,0,0
p53/d1608,pocket,1,0
p53/d1652,have,0,0
p53/d1656,Tom,0,0
p53/d1656,saw,0,0
p53/d1656,Mary,0,0
p53/d1695,dyed,1,0
p53/d1695,hair,1,1
p53/d1695,red,0,0
p53/d1718,room,1,0
p53/d1718,deserted,0,0
p53/d1733,people,0,0
p53/d1733,Massachusetts,0,0
p53/d1733,extremely,0,0
p53/d1733,angry,1,1
p53/d1736,Tom,0,0
p53/d1736,has,0,0
p53/d1736,sister,1,0
p53/d1736,Boston,0,0
p53/d1825,think,0,0
p53/d1825,broken,0,0
p53/d1825,laws,0,0
p53/d1950,totally,0,0
p53/d1950,crazy,0,0
p53/d2016,Tom,0,0
p53/d2016,complained,1,1
p53/d2016,weather,1,1
p53/d2044,Himalayas,0,0
p53/d2044,higher,0,0
p53/d2044,Alps,0,0
p53/d2191,call,0,0
p53/d2191,police,1,0
p53/d2193,spider,1,0
p53/d2193,bite,1,0
p53/d2221,whistle,0,0
p53/d2221,blew,0,0
p53/d2244,He,0,0
p53/d2244,forgave,1,0
p53/d2257,Tom,0,0
p53/d2257,stole,0,1
p53/d2257,house,1,0
p53/d2310,treaty,1,1
p53/d2310,signed,1,0
p53/d2326,fantasy,1,0
p53/d2326,Mars,0,0
p53/d2326,like,0,0
p53/d2326,Australia,0,0
p53/d2341,kicked,0,1
p53/d2394,room,1,0
p53/d2394,tidied,1,1
p53/d2394,Rosa,0,0
p53/d2436,sky,1,0
p53/d2436,brightened,0,0
p53/d2469,Tom,0,0
p53/d2469,loaded,1,1
p53/d2469,truck,1,1
p53/d2488,Maria,0,0
p53/d2488,salted,1,0
p53/d2488,meat,1,0
p53/d2496,Japan,0,0
p53/d2496,called,0,0
p53/d2496,Japanese,0,1
p53/d2540,killed,1,0
p53/d2540,spider,1,0
p53/d2540,hand,1,0
p53/d2645,He,0,0
p53/d2645,arrive,1,1
p53/d2743,Tom,0,0
p53/d2743,comes,0,0
p53/d2743,Boston,0,0
p53/d2743,he,0,0
p53/d2743,stays,0,0
p53/d2743,place,0,0
p53/d2767,watering,0,0
p53/d2767,garden,1,0
p53/d2793,sister,1,1
p53/d2793,adores,1,1
p53/d2793,music,1,0
p53/d2805,Chomsky,0,0
p53/d2805,is,0,0
p53/d2805,structural,0,0
p53/d2805,linguist,1,0
p53/d2818,sea,1,0
p53/d2818,very,0,1
p53/d2818,smooth,0,0
p53/d2829,Tom,0,0
p53/d2829,plucking,0,0
p53/d2829,chicken,0,1
p53/d2849,powerful,0,0
p53/d2849,woman,1,0
p53/d2850,walked,1,0
p53/d2850,abreast,0,0
p53/d2869,Tom,0,0
p53/d2869,chewing,0,1
p53/d2869,toothpick,1,1
p53/d2956,people,0,0
p53/d2956,attended,1,0
p53/d3106,watched,0,0
p53/d3106,documentary,1,0
p53/d3110,None,0,0
p53/d3110,help,0,0
p53/d3113,exaggerated,0,0
p53/d3134,born,0,0
p53/d3287,old,0,0
p53/d3287,woman,1,0
p53/d3287,knitted,0,0
p53/d3287,brows,1,1
p53/d3290,tied,1,0
p53/d3290,hands,0,0
p53/d3300,Tom,0,0
p53/d3300,have,0,0
p53/d3320,addicted,0,1
p53/d3320,shopping,0,0
p53/d3342,bee,1,0
p53/d3342,buzzes,0,0
p53/d3349,eating,0,1
p53/d3349,sandwich,1,0
p53/d3360,wounded,0,0
p53/d3360,woman,1,0
p53/d3360,was,0,0
p53/d3360,Brazilian,0,0
p53/d3360,tourist,1,1
p53/d3394,Tom,0,0
p53/d3394,is,0,0
p53/d3394,terrible,0,0
p53/d3394,driver,1,0
p53/d3418,Tom,0,0
p53/d3418,prepared,0,0
p53/d3418,parcel,0,0
p53/d3432,Mary,0,0
p53/d3432,bores,0,0
p53/d3455,frying,0,1
p53/d3455,fish,0,0
p53/d3477,Tom,0,0
p53/d3477,tossed,0,0
p53/d3477,keys,1,0
p53/d3477,Mary,0,0
p53/d3494,hunting,0,0
p53/d3548,leaves,1,0
p53/d3548,fell,0,0
p53/d3548,ground,0,0
p54/d0071,Tom,0,0
p54/d0071,pissed,0,0
p54/d0716,accused,0,1
p54/d0716,murder,1,1
p54/d0761,worshippers,0,0
p54/d0761,killed,1,0
p54/d0761,Afghanistan,0,0
p54/d0840,He,0,0
p54/d0840,calculated,1,0
p54/d0840,expenses,1,0
p54/d0863,married,0,0
p54/d0864,is,1,0
p54/d0914,resemble,1,1
p54/d0930,Tom,0,0
p54/d0930,forgot,0,1
p54/d0930,ketchup,0,0
p54/d0943,nice,0,0
p54/d0943,one,0,0
p54/d0953,say,0,0
p54/d1396,die,0,0
p54/d1488,Who,0,0
p54/d1488,wants,0,0
p54/d1499,made,0,0
p54/d1499,decision,0,1
p54/d1519,Tom,0,0
p54/d1519,dialling,0,1
p54/d1519,number,0,0
p54/d1555,toured,1,1
p54/d1555,major,0,0
p54/d1555,cities,1,0
p54/d1578,He,0,0
p54/d1578,buy,0,1
p54/d1578,car,1,1
p54/d1622,Forming,1,0
p54/d1622,cabinet,0,0
p54/d1622,difficult,1,1
p54/d1627,trust,0,0
p54/d1627,one,0,0
p54/d1646,wall,1,0
p54/d1646,is,1,0
p54/d1646,door,1,0
p54/d1663,stomach,1,0
p54/d1663,growling,0,0
p54/d1695,He,0,0
p54/d1695,got,0,0
p54/d1695,morning,1,1
p54/d1707,singer,1,0
p54/d1707,very,0,1
p54/d1707,popular,1,0
p54/d1707,young,0,0
p54/d1707,people,0,0
p54/d1717,complete,0,0
p54/d1725,stared,0,0
p54/d1725,nails,1,0
p54/d1766,penguin,1,0
p54/d1766,expelled,1,0
p54/d1766,group,1,1
p54/d1782,smiled,1,1
p54/d1809,Tom,0,0
p54/d1809,tossed,0,0
p54/d1809,log,1,0
p54/d1809,fire,0,0
p54/d1866,question,0,0
p54/d1866,easy,1,0
p54/d1871,novel,1,0
p54/d1871,bores,0,0
p54/d1872,He,0,0
p54/d1907,allergic,0,0
p54/d1907,dust,1,1
p54/d2017,Testing,0,0
p54/d2017,IQ,0,0
p54/d2017,easy,1,1
p54/d2078,angry,1,1
p54/d2083,Tom,0,0
p54/d2083,accompanied,0,0
p54/d2083,Mary,0,0
p54/d2083,guitar,1,1
p54/d2084,Tom,0,0
p54/d2084,allergic,0,0
p54/d2084,pollen,1,0
p54/d2098,Tom,0,0
p54/d2098,played,0,0
p54/d2098,tunes,1,1
p54/d2098,piano,1,1
p54/d2256,lovely,0,0
p54/d2256,eyes,0,0
p54/d2256,has,0,0
p54/d2287,watching,0,0
p54/d2290,Tom,0,0
p54/d2290,like,0,0
p54/d2318,Tom,0,0
p54/d2318,bugging,0,0
p54/d2418,reading,0,0
p54/d2418,letter,1,0
p54/d2421,He,0,0
p54/d2421,gave,0,0
p54/d2432,problem,0,0
p54/d2432,puzzled,0,0
p54/d2432,public,0,0
p54/d2453,catching,0,0
p54/d2466,eating,0,1
p54/d2466,banana,0,1
p54/d2474,sobbing,0,0
p54/d2510,Tom,0,0
p54/d2510,is,1,0
p54/d2510,candidate,0,1
p54/d2512,spies,1,0
p54/d2512,poisoned,0,1
p54/d2512,count,0,0
p54/d2530,Tom,0,0
p54/d2530,slid,0,1
p54/d2530,tongue,1,0
p54/d2530,Mary,0,0
p54/d2530,ear,1,0
p54/d2531,fan,1,0
p54/d2531,work,0,0
p54/d2543,Tom,0,0
p54/d2543,busy,0,1
p54/d2636,He,0,0
p54/d2636,smashed,0,0
p54/d2655,He,0,0
p54/d2655,is,0,0
p54/d2655,formidable,0,0
p54/d2655,opponent,0,0
p54/d2660,Tom,0,0
p54/d2660,scored,1,1
p54/d2660,goal,0,0
p54/d2709,swims,0,0
p54/d2734,He,0,0
p54/d2734,massaged,1,1
p54/d2734,back,1,0
p54/d2803,question,0,0
p54/d2803,counts,0,0
p54/d2803,points,0,0
p54/d2813,hates,0,0
p54/d2813,opera,1,0
p54/d2957,sandwiches,1,0
p54/d2957,awful,0,0
p54/d2968,envied,1,0
p54/d2985,Mary,0,0
p54/d2985,kneeling,0,0
p54/d2989,director,1,1
p54/d2989,sensitive,0,0
p54/d2989,criticism,1,0
p54/d3002,stayed,0,0
p54/d3002,shabby,0,0
p54/d3078,Tom,0,0
p54/d3078,got,0,0
p54/d3078,French,1,0
p54/d3118,ate,0,1
p54/d3130,sleeping,0,0
p54/d3227,Mary,0,0
p54/d3227,asked,0,0
p54/d3227,Tom,0,0
p54/d3227,zip,0,0
p54/d3227,dress,1,0
p54/d3243,like,0,0
p54/d3243,neither,0,0
p54/d3243,cakes,0,0
p54/d3299,He,0,0
p54/d3299,threw,1,0
p54/d3299,rock,1,0
p54/d3299,pond,1,1
p54/d3358,completely,0,0
p54/d3358,destroyed,0,0
p54/d3533,Dr.,1,1
p54/d3533,psychologist,1,1
p54/d3533,tested,0,0
p54/d3533,IQ,0,0
p54/d3540,Pirates,0,0
p54/d3540,preyed,0,0
p54/d3540,unarmed,0,1
p55/d0764,died,1,0
p55/d0766,password,1,1
p55/d0766,is,0,0
p55/d0775,bill,0,0
p55/d0775,amounted,0,0
p55/d0775,dollars,1,0
p55/d0790,was,0,0
p55/d0790,dollars,1,0
p55/d0803,has,0,0
p55/d0803,sister,1,1
p55/d0813,stood,1,0
p55/d0813,brink,0,0
p55/d0813,cliff,1,1
p55/d0872,one,0,0
p55/d0872,knew,0,1
p55/d0872,admired,1,0
p55/d0881,need,0,0
p55/d0881,help,0,0
p55/d0889,Someone,1,1
p55/d0889,knocking,0,0
p55/d0889,door,1,1
p55/d0891,met,1,0
p55/d0891,wolf,1,0
p55/d0891,dream,1,1
p55/d0931,Tom,0,0
p55/d0931,have,0,0
p55/d0935,are,0,0
p55/d0943,guy,1,1
p55/d0943,two-faced,0,0
p55/d1315,He,0,0
p55/d1315,cursed,1,0
p55/d1315,he,0,0
p55/d1315,blasphemed,0,0
p55/d1384,Who,0,0
p55/d1384,makes,0,0
p55/d1384,viagra,0,0
p55/d1390,abbreviation,1,1
p55/d1390,stand,0,0
p55/d1393,invent,1,0
p55/d1406,live,0,0
p55/d1406,dike,0,0
p55/d1463,made,0,0
p55/d1463,dress,1,0
p55/d1467,father,1,0
p55/d1473,Tom,0,0
p55/d1473,removed,1,0
p55/d1473,goggles,1,0
p55/d1548,Who,0,0
p55/d1548,screaming,0,0
p55/d1549,spinning,0,0
p55/d1549,wool,0,0
p55/d1633,fire,1,0
p55/d1633,devoured,1,0
p55/d1633,town,1,0
p55/d1645,Mary,0,0
p55/d1645,combed,1,1
p55/d1645,fingers,1,1
p55/d1645,hair,1,0
p55/d1675,sunglasses,1,1
p55/d1675,cost,0,0
p55/d1683,Tom,0,0
p55/d1683,stared,0,0
p55/d1683,Mary,0,0
p55/d1683,moment,0,0
p55/d1684,bottles,0,0
p55/d1684,wine,1,0
p55/d1726,taller,1,0
p55/d1774,He,0,0
p55/d1774,lived,0,0
p55/d1774,Ukraine,0,0
p55/d1774,years,0,0
p55/d1776,Tom,0,0
p55/d1776,wife,1,1
p55/d1856,Tom,0,0
p55/d1856,left,0,0
p55/d1856,minutes,0,0
p55/d1876,Tom,0,0
p55/d1876,suffers,0,0
p55/d1876,osteoporosis,1,1
p55/d1888,been,0,0
p55/d1888,Italy,0,0
p55/d1888,times,0,0
p55/d1965,He,0,0
p55/d1965,socializing,0,0
p55/d1989,crow,1,0
p55/d1989,black,0,0
p55/d1989,coal,0,0
p55/d2092,cooked,1,0
p55/d2092,dinner,1,1
p55/d2100,handed,0,0
p55/d2100,Browne,0,0
p55/d2100,cigarette,1,1
p55/d2115,are,0,0
p55/d2115,millionaires,1,1
p55/d2115,Japan,0,0
p55/d2148,watch,1,0
p55/d2148,is,0,0
p55/d2148,father,1,0
p55/d2151,Tom,0,0
p55/d2151,impatient,1,1
p55/d2151,Mary,0,0
p55/d2220,house,1,0
p55/d2220,belongs,1,0
p55/d2222,bottle,1,0
p55/d2222,smashed,0,0
p55/d2222,pieces,1,0
p55/d2229,Nazi,1,1
p55/d2236,station,1,1
p55/d2236,is,0,0
p55/d2236,west,0,0
p55/d2236,hotel,1,1
p55/d2240,Tom,0,0
p55/d2240,is,0,0
p55/d2240,FBI,0,0
p55/d2240,agent,0,0
p55/d2282,missed,0,0
p55/d2282,train,1,0
p55/d2286,go,0,0
p55/d2286,cinema,0,0
p55/d2320,suffers,0,0
p55/d2320,claustrophobia,1,0
p55/d2353,Tom,0,0
p55/d2353,ironing,0,0
p55/d2353,shirts,1,0
p55/d2358,good,0,0
p55/d2358,playing,0,0
p55/d2358,tennis,1,1
p55/d2359,wind,1,0
p55/d2359,howled,0,0
p55/d2374,Tom,0,0
p55/d2374,pocketed,1,1
p55/d2374,keys,1,0
p55/d2437,rather,0,0
p55/d2437,happy,1,1
p55/d2499,was,0,0
p55/d2499,hospital,1,1
p55/d2499,days,0,0
p55/d2521,red,0,0
p55/d2521,hat,1,0
p55/d2570,house,1,0
p55/d2570,caved,0,0
p55/d2579,He,0,0
p55/d2579,undressed,0,0
p55/d2579,eyes,0,0
p55/d2671,He,0,0
p55/d2671,bend,0,0
p55/d2671,iron,0,0
p55/d2671,rod,1,0
p55/d2671,hands,0,0
p55/d2676,He,0,0
p55/d2676,ate,0,0
p55/d2676,box,0,1
p55/d2676,chocolates,0,1
p55/d2717,legs,0,0
p55/d2717,heavy,0,0
p55/d2717,lead,0,0
p55/d2718,statue,1,0
p55/d2718,carved,1,1
p55/d2718,stone,0,0
p55/d2737,injured,0,0
p55/d2737,man,1,0
p55/d2737,moaned,0,0
p55/d2737,quietly,0,1
p55/d2751,Tom,0,0
p55/d2751,turned,0,0
p55/d2751,somersault,1,0
p55/d2774,Australia,0,0
