Token,Labels gold,Labels baseline,Matches
squirrel,squirrel.n.01,squirrel.n.01,1
climbed,climb.v.01,climb.v.01,1
tree,tree.n.01,tree.n.01,1
'll,O,O,1
pick,pick_up.v.03,pick_up.v.03,1
up,O,O,1
at,O,O,1
six,O,O,1
is,O,O,1
giggling,giggle.v.01,giggle.v.01,1
hunter,hunter.n.01,hunter.n.01,1
shot,shoot.v.02,shoot.v.01,0
bear,bear.n.01,bear.n.01,1
was,O,O,1
jealous,jealous.a.01,jealous.a.01,1
of,O,O,1
brother,brother.n.01,brother.n.01,1
were,O,O,1
attacked,attack.v.01,attack.v.04,0
by,O,O,1
pirates,pirate.n.02,pirate.n.02,1
Nancy,female.n.02,nancy.n.01,0
does,O,O,1
n't,O,O,1
play,play.v.01,play.v.01,1
tennis,tennis.n.01,tennis.n.01,1
painted,paint.v.02,paint.v.02,1
house,house.n.01,house.n.01,1
green,green.a.01,green.a.01,1
Something,entity.n.01,entity.n.01,1
about,O,O,1
has,O,O,1
changed,change.v.03,change.v.01,0
neighbor,neighbor.n.01,neighbor.n.01,1
complained,complain.v.01,complain.v.01,1
about,O,O,1
noise,noise.n.01,noise.n.01,1
bit,bite.v.01,O,0
lip,lip.n.01,lip.n.01,1
one,person.n.01,person.n.01,1
deserves,deserve.v.01,deserve.v.01,1
cat,cat.n.01,cat.n.01,1
was,be.v.03,O,0
on,O,O,1
table,table.n.02,table.n.02,1
child,child.n.01,child.n.01,1
drew,draw.v.03,draw.v.06,0
spherical,spherical.a.01,spherical.a.01,1
triangle,triangle.n.01,triangle.n.01,1
passed,pass.v.05,pass_away.v.01,0
glass,glass.n.02,glass.n.02,1
of,O,O,1
milk,milk.n.01,milk.n.01,1
to,O,O,1
Tunisia,country.n.02,tunisia.n.01,0
is,O,O,1
located,located.a.01,located.a.01,1
in,O,O,1
appears,appear.v.01,look.v.02,0
outraged,outraged.a.01,outraged.a.01,1
approached,approach.v.01,approach.v.01,1
house,house.n.01,house.n.01,1
's,O,O,1
half~past~one,O,O,1
hare,hare.n.01,hare.n.01,1
was,O,O,1
outdistanced,outdistance.v.01,outdistance.v.01,1
by,O,O,1
tortoise,tortoise.n.01,tortoise.n.01,1
's,be.v.01,O,0
control~freak,control_freak.n.01,control_freak.n.01,1
is,O,O,1
addicted,addicted.a.01,addicted.a.01,1
to,O,O,1
cocaine,cocaine.n.01,cocaine.n.01,1
Do,O,O,1
speak,speak.v.03,speak.v.03,1
's,be.v.08,O,0
real~estate~agent,real_estate_agent.n.01,O,0
rope,rope.n.01,rope.n.01,1
has,O,O,1
to,O,O,1
be,O,O,1
coiled,coil.v.03,gyrate.v.01,0
used,O,O,1
to,O,O,1
live,live.v.01,live.v.01,1
in,O,O,1
Someone,person.n.01,person.n.01,1
stole,steal.v.01,steal.v.01,1
bag,bag.n.01,bag.n.01,1
's,O,O,1
raking,rake_in.v.01,rake.v.01,0
in,O,O,1
on,O,O,1
stock~market,stock_market.n.01,stock_market.n.01,1
had,have.v.12,O,0
'm,O,O,1
as,O,O,1
famous,famous.a.01,famous.a.01,1
shark,shark.n.01,shark.n.01,1
is,be.v.01,O,0
fish,fish.n.01,fish.n.01,1
while,O,while.n.01,0
dolphin,dolphin.n.02,dolphin.n.02,1
mammal,mammal.n.01,mammal.n.01,1
has,O,O,1
been,O,O,1
falling,fall.v.11,fall.v.01,0
in,O,O,1
price,O,price.n.02,0
grabbed,grab.v.05,grab.v.05,1
by,O,O,1
elbow,elbow.n.01,elbow.n.01,1
Maximilian,male.n.02,O,0
was,O,O,1
as,O,O,1
nervous,nervous.a.01,nervous.a.02,0
saw,see.v.01,see.v.01,1
bum,bum.n.02,rotter.n.01,0
at,O,O,1
train~station,train_station.n.01,train_station.n.01,1
's,O,O,1
thirty-three,O,thirty-three.s.01,0
will,O,O,1
cost,cost.v.01,cost.v.01,1
around,O,O,1
yen,yen.n.02,yen.n.02,1
dog,dog.n.01,dog.n.01,1
is,O,O,1
sleeping,sleep.v.01,sleep.v.01,1
is,O,O,1
much,O,O,1
fatter,fat.a.01,fat.a.01,1
than,O,O,1
is,O,O,1
studying,study.v.05,study.v.05,1
right,O,O,1
now,O,O,1
's,O,O,1
polite,polite.a.01,polite.a.01,1
escorted,escort.v.01,escort.v.01,1
out~of,O,O,1
building,building.n.01,building.n.01,1
grabbed,grab.v.05,grab.v.05,1
's,O,O,1
hand,hand.n.01,hand.n.01,1
puts,put.v.01,put.v.01,1
honey,honey.n.01,honey.n.01,1
in,O,O,1
tea,tea.n.01,tea.n.01,1
instead,O,O,1
of,O,O,1
sugar,sugar.n.01,sugar.n.01,1
pasture,pasture.n.01,pasture.n.01,1
has,have.v.02,O,0
area,area.n.06,area.n.01,0
of,O,O,1
acres,acre.n.01,estate.n.02,0
threw,throw.v.01,throw.v.01,1
rock,rock.n.01,rock.n.01,1
at,O,O,1
but,O,O,1
did,O,O,1
n't,O,O,1
hit,hit.v.02,hit.v.03,0
wo,O,O,1
n't,O,O,1
give,give_in.v.01,give.v.03,0
in,O,O,1
Tehran,city.n.01,teheran.n.01,0
is,be.v.02,O,0
favourite,favourite.a.02,favourite.a.02,1
town,town.n.01,town.n.01,1
stirred,stir.v.08,stir.v.01,0
milk,milk.n.01,milk.n.01,1
into,O,O,1
coffee,coffee.n.01,coffee.n.01,1
never,O,O,1
spoke,speak.v.02,speak.v.02,1
of,O,O,1
tricked,trick.v.01,trick.v.01,1
bought,buy.v.01,buy.v.01,1
sugar,sugar.n.01,sugar.n.01,1
like,like.v.02,like.v.02,1
strawberry~ice~cream,strawberry_ice_cream.n.01,O,0
is,be.v.01,O,0
even,even.a.01,O,0
number,number.n.02,number.n.04,0
come,come.v.08,come.v.02,0
from,O,O,1
added,add.v.01,add.v.01,1
little,O,little.a.03,0
sugar,sugar.n.01,sugar.n.01,1
to,O,O,1
coffee,coffee.n.01,coffee.n.01,1
's,O,O,1
super,super.r.01,ace.s.01,0
cute,cute.a.01,cute.a.01,1
's,O,O,1
found,find.v.01,find.v.01,1
new,new.a.05,new.a.01,0
love,love.n.02,love.v.01,0
is,O,O,1
kind~of,kind_of.r.01,kind_of.r.01,1
handsome,handsome.a.01,handsome.a.01,1
parcel,parcel.n.01,parcel.n.01,1
weighs,weigh.v.01,weigh.v.01,1
more~than,O,O,1
one,O,person.n.01,0
pound,pound.n.03,pound.n.01,0
owe,owe.v.03,owe.v.03,1
bought,buy.v.01,buy.v.01,1
two,O,O,1
bottles,bottle.n.02,bottle.n.02,1
of,O,O,1
milk,milk.n.01,milk.n.01,1
is,be.v.02,O,0
biggest,big.a.01,big.a.01,1
hotel,hotel.n.01,hotel.n.01,1
in,O,O,1
city,city.n.01,city.n.01,1
When,O,O,1
painted,paint.v.01,paint.v.02,0
picture,picture.n.02,picture.n.01,0
was,O,O,1
years,year.n.01,year.n.01,1
old,old.a.01,old.a.01,1
came,come.v.02,come.v.02,1
from,O,O,1
yesterday,O,O,1
parents,parent.n.01,parent.n.01,1
named,name.v.01,name.v.01,1
baby,baby.n.01,baby.n.01,1
music,music.n.01,music.n.01,1
's,O,O,1
annoying,annoy.v.01,annoy.v.01,1
everyone,person.n.01,person.n.01,1
blue,blue.a.01,blue.a.01,1
roses,rose.n.01,rose.n.01,1
are,O,O,1
very,very.r.01,very.r.01,1
beautiful,beautiful.a.01,beautiful.a.01,1
is,be.v.02,O,0
tallest,tall.a.01,tall.a.01,1
girl,girl.n.01,girl.n.01,1
in,O,O,1
class,class.n.02,class.n.02,1
If,O,O,1
rains,rain.v.01,rain.v.01,1
wo,O,O,1
n't,O,O,1
come,come.v.02,come.v.02,1
public~prosecutor,public_prosecutor.n.01,O,0
's,O,O,1
office,office.n.02,office.n.01,0
has,O,O,1
accused,accuse.v.01,accuse.v.01,1
suspected,suspect.v.03,suspect.v.01,0
terrorist,terrorist.n.01,terrorist.n.01,1
for,O,O,1
five,O,O,1
further,O,O,1
murders,murder.n.01,murder.n.01,1
association,association.n.01,association.n.01,1
does,O,O,1
lead,lead.v.07,lead.n.02,0
is,be.v.08,O,0
is,be.v.08,O,0
Everything,entity.n.01,entity.n.01,1
's,O,O,1
free,free.a.03,free.a.04,0
fell,fall.v.03,fall.v.03,1
in~love,in_love.a.01,in_love.a.01,1
with,O,O,1
scoffed,scoff.v.02,jeer.v.01,0
at,O,O,1
poem,poem.n.01,poem.n.01,1
's,O,O,1
addicted,addicted.a.01,addicted.a.01,1
to,O,O,1
drugs,drug.n.01,drug.n.01,1
is,O,O,1
absorbed,absorbed.a.01,absorbed.a.01,1
in,O,O,1
knitting,knitting.n.02,knitting.n.02,1
waved,wave.v.02,wave.v.01,0
flag,flag.n.04,flag.n.01,0
name,name.n.01,name.n.01,1
is,be.v.06,O,0
brought,bring.v.01,bring.v.01,1
something,entity.n.01,entity.n.01,1
cleared,clear.v.24,clear.v.01,0
throat,throat.n.01,throat.n.01,1
was,O,O,1
abducted,abduct.v.01,abduct.v.01,1
by,O,O,1
aliens,alien.n.03,alien.n.03,1
Soldiers,soldier.n.01,soldier.n.01,1
barred,bar.v.02,bar.v.01,0
way,way.n.06,O,0
to,O,O,1
city,city.n.01,city.n.01,1
baked,bake.v.02,bake.v.02,1
muffins,muffin.n.01,muffin.n.01,1
deposited,deposit.v.03,lodge.v.02,0
box,box.n.01,box.n.01,1
on,O,O,1
table,table.n.02,table.n.02,1
hates,hate.v.01,hate.v.01,1
secrets,secret.n.01,secret.n.01,1
was,O,O,1
snowing,snow.v.01,snow.v.01,1
is,O,O,1
paling,pale.v.01,pale.v.01,1
ran,run_into.v.04,run_away.v.01,0
into,O,O,1
friend,friend.n.01,friend.n.01,1
of,O,O,1
mine,O,O,1
on,O,O,1
bus,bus.n.01,bus.n.01,1
'm,O,O,1
not,O,O,1
happy,happy.a.01,happy.a.01,1
with,O,O,1
looks,look.n.03,look_like.v.01,0
'm,O,O,1
going,go.v.01,go.v.01,1
to,O,O,1
store,store.n.01,store.n.01,1
named,name.v.01,name.v.01,1
boat,boat.n.01,boat.n.01,1
car,car.n.01,car.n.01,1
was,O,O,1
stolen,steal.v.01,steal.v.01,1
's,O,O,1
allergic,allergic.a.02,allergic.a.02,1
to,O,O,1
cats,cat.n.01,cat.n.01,1
son,son.n.01,son.n.01,1
is,O,O,1
stationed,station.v.01,station.v.01,1
in,O,O,1
calculator,calculator.n.02,calculator.n.02,1
on,O,O,1
table,table.n.02,table.n.02,1
is,be.v.02,O,0
mine,O,O,1
saw,see.v.01,see.v.01,1
three,O,O,1
hours,hour.n.01,hour.n.01,1
ago,O,O,1
was,O,O,1
bit,bite.v.04,O,0
by,O,O,1
mosquito,mosquito.n.01,mosquito.n.01,1
Have,O,O,1
googled,google.v.01,google.v.01,1
was,O,O,1
born,bear.v.02,bear.v.02,1
in,O,O,1
loves,love.v.01,love.v.01,1
risotto,risotto.n.01,risotto.n.01,1
twirled,twirl.v.02,twirl.v.01,0
basketball,basketball.n.02,basketball.n.01,0
on,O,O,1
finger,finger.n.01,finger.n.01,1
dog,dog.n.01,dog.n.01,1
is,O,O,1
green,green.a.01,green.a.01,1
and,O,O,1
beautiful,beautiful.a.01,beautiful.a.01,1
applauded,applaud.v.01,applaud.v.01,1
fired,fire.v.04,fire.v.04,1
is,O,O,1
similar,similar.a.01,similar.a.01,1
to,O,O,1
did,O,O,1
n't,O,O,1
break,break.v.06,break.v.06,1
law,law.n.01,law.n.01,1
warmed,warm.v.02,warm.v.02,1
by,O,O,1
fire,fire.n.04,fire.n.01,0
leaves,leave.v.01,leave.v.01,1
at,O,O,1
eight,O,O,1
am,O,O,1
milking,milk.v.01,milk.v.01,1
goat,goat.n.01,goat.n.01,1
booked,book.v.02,book.v.01,0
field,field.n.08,field.n.01,0
partition,partition.n.01,partition.n.01,1
separates,separate.v.01,separate.v.01,1
two,O,O,1
rooms,room.n.01,room.n.01,1
weighs,weigh.v.01,weigh.v.01,1
pounds,pound.n.01,pound.n.01,1
must,O,O,1
be,O,O,1
joking,joke.v.02,joke.v.01,0
Are,be.v.02,O,0
n't,O,O,1
parents,parent.n.01,parent.n.01,1
took,take.v.08,take.v.02,0
protein,protein.n.01,protein.n.01,1
shake,shake.n.02,shake.n.02,1
was,O,O,1
born,bear.v.02,bear.v.02,1
on,O,O,1
twenty~second,O,O,1
of,O,O,1
nineteen~forty~eight,O,O,1
was,be.v.01,O,0
middle-aged,middle-aged.a.01,middle-aged.a.01,1
woman,woman.n.01,woman.n.01,1
If,O,O,1
is,O,O,1
not,O,O,1
ill,ill.a.01,ill.a.01,1
will,O,O,1
come,come.v.02,come.v.02,1
Everybody,person.n.01,person.n.01,1
liked,like.v.03,like.v.03,1
installed,instal.v.01,install.v.01,0
program,program.n.07,program.v.02,0
speak,speak.v.03,speak.v.03,1
played,play.v.15,play.v.01,0
trump~card,trump_card.n.01,O,0
Let,O,O,1
's,O,O,1
listen,listen.v.01,listen.v.01,1
to,O,O,1
song,song.n.01,song.n.01,1
again,O,O,1
Everyone,person.n.01,person.n.01,1
in,O,O,1
class,class.n.02,class.n.02,1
learned,learn.v.03,learn.v.01,0
poem,poem.n.01,poem.n.01,1
by~heart,by_heart.r.01,O,0
's,O,O,1
bluffing,bluff.v.02,bluff.v.02,1
was,O,O,1
incredible,incredible.a.01,incredible.a.01,1
n't,O,O,1
saw,see.v.01,see.v.01,1
nothing,entity.n.01,entity.n.01,1
strange,strange.a.01,strange.a.01,1
've,O,O,1
been,O,O,1
wounded,wound.v.01,wound.v.01,1
with,O,O,1
knife,knife.n.02,knife.n.01,0
factory,factory.n.01,factory.n.01,1
produces,produce.v.02,produce.v.01,0
is,O,O,1
imported,import.v.01,import.v.01,1
from,O,O,1
bought,buy.v.01,buy.v.01,1
gift,gift.n.01,gift.n.01,1
for,O,O,1
twirled,twirl.v.01,twirl.v.01,1
mustache,mustache.n.01,mustache.n.01,1
likes,like.v.02,like.v.02,1
Russian,country.n.02,country.n.02,1
pop,pop.n.04,dad.n.01,0
left,leave.v.01,leave.v.01,1
house,house.n.01,house.n.01,1
at,O,O,1
eight~o'clock,O,O,1
's,O,O,1
coping,cope.v.01,cope.v.01,1
with,O,O,1
jet~lag,jet_lag.n.01,jet_lag.n.01,1
is,O,O,1
too,O,O,1
tired,tired.a.01,tired.a.01,1
to,O,O,1
study,study.v.05,study.v.05,1
soldiers,soldier.n.01,soldier.n.01,1
resisted,resist.v.02,defy.v.02,0
enemy,enemy.n.01,enemy.n.01,1
attack,attack.n.01,attack.n.01,1
is,O,O,1
as,O,O,1
tall,tall.a.01,tall.a.01,1
father,father.n.01,father.n.01,1
aircraft,aircraft.n.01,aircraft.n.01,1
is,O,O,1
taking,take_off.v.03,take.v.18,0
off,O,O,1
small,small.a.01,small.a.01,1
car,car.n.01,car.n.01,1
is,O,O,1
more,O,O,1
economical,economical.a.01,economic.s.03,0
than,O,O,1
large,large.a.01,large.a.01,1
one,O,person.n.01,0
Yamamoto,male.n.02,yamamoto.n.01,0
is,be.v.01,O,0
also,O,O,1
friend,friend.n.01,friend.n.01,1
of,O,O,1
mine,O,O,1
earned,earn.v.01,company.n.01,0
US$,united_states_dollar.n.01,earn.v.02,0
in,O,O,1
three,O,O,1
months,month.n.01,month.n.02,0
is,O,O,1
seventeen,O,O,1
years,year.n.01,year.n.01,1
old,old.a.01,old.a.01,1
've,O,O,1
never,O,O,1
climbed,climb.v.01,climb.v.01,1
has,have.v.01,O,0
three,O,O,1
elder,old.a.01,elder.n.01,0
sisters,sister.n.01,sister.n.01,1
CD,cd.n.04,cd.n.04,1
costs,cost.v.01,cost.v.01,1
policeman,policeman.n.01,policeman.n.01,1
is,O,O,1
wearing,wear.v.02,wear.v.01,0
gas~mask,gasmask.n.01,O,0
hired,hire.v.01,hire.v.01,1
private~investigator,private_investigator.n.01,private_investigator.n.01,1
Negotiations,negotiation.n.01,negotiation.n.01,1
have,O,O,1
been,O,O,1
adjourned,adjourn.v.01,adjourn.v.01,1
until,O,O,1
is,be.v.02,O,0
scientific,scientific.a.01,scientific.a.01,1
name,name.n.01,name.n.01,1
for,O,O,1
leech,leech.n.01,leech.n.01,1
Where,location.n.01,location.n.01,1
is,be.v.03,O,0
Where,location.n.01,location.n.01,1
was,O,O,1
assassinated,assassinate.v.01,assassinate.v.01,1
is,be.v.02,O,0
's,O,O,1
real,real.a.01,real.a.01,1
name,name.n.01,name.n.01,1
is,be.v.08,O,0
gave,give.v.03,give.v.03,1
pen,pen.n.01,pen.n.01,1
's,O,O,1
kind~of,kind_of.r.01,kind_of.r.01,1
important,important.a.01,important.a.01,1
was,be.v.08,O,0
English,country.n.02,english.n.01,0
scientist,scientist.n.01,scientist.n.01,1
wild,wild.a.02,wild.a.02,1
cats,cat.n.01,cat.n.01,1
live,live.v.01,live.v.01,1
under,O,O,1
neighbor,neighbor.n.01,neighbor.n.01,1
's,O,O,1
house,house.n.01,house.n.01,1
How,O,O,1
about,O,O,1
snack,snack.n.01,bite.n.04,0
'm,O,O,1
not,O,O,1
busy,busy.a.01,busy.a.01,1
right,O,O,1
now,O,O,1
ca,O,O,1
n't,O,O,1
pronounce,pronounce.v.01,pronounce.v.01,1
's,O,O,1
last~name,last_name.n.01,last_name.n.01,1
want,want.v.01,want.v.01,1
potatoes,potato.n.01,potato.n.01,1
fell,fall_off.v.01,fall.v.03,0
off,O,O,1
horse,horse.n.01,horse.n.01,1
stink,stink.v.02,stink.v.02,1
of,O,O,1
cigarettes,cigarette.n.01,cigarette.n.01,1
's,O,O,1
hair,hair.n.01,hair.n.01,1
was,O,O,1
bluer,blue.a.01,O,0
than,O,O,1
eyes,eye.n.01,eye.n.01,1
shined,shine.v.10,shine.v.10,1
father,father.n.01,father.n.01,1
's,O,O,1
shoes,shoe.n.01,shoe.n.01,1
died,die.v.01,die.v.01,1
in,O,O,1
Someone,person.n.01,person.n.01,1
stole,steal.v.01,steal.v.01,1
money,money.n.01,money.n.01,1
owe,owe.v.01,owe.v.03,0
thirty,O,O,1
dollars,dollar.n.01,dollar.n.01,1
interesting,interesting.a.01,interesting.a.01,1
novel,novel.n.01,novel.n.01,1
is,be.v.01,O,0
've,O,O,1
climbed,climb.v.01,climb.v.01,1
is,O,O,1
two,O,O,1
years,year.n.01,year.n.01,1
older,old.a.01,old.a.01,1
than,O,O,1
'm,be.v.03,O,0
from,O,O,1
Ai,O,O,1
n't,O,O,1
cute,cute.a.01,cute.a.01,1
bull,bull.n.11,bull.n.11,1
is,O,O,1
mooing,moo.v.01,moo.v.01,1
fly,fly.n.03,fly.v.01,0
is,O,O,1
open,open.a.01,open.a.01,1
dropped,drop.v.01,drop.v.01,1
glass,glass.n.02,glass.n.02,1
Do,O,O,1
want,want.v.01,want.v.01,1
scrambled~eggs,scrambled_eggs.n.01,O,0
rice,rice.n.01,rice.n.01,1
is,O,O,1
sticky,sticky.a.01,sticky.a.01,1
There,O,O,1
were,be.v.03,O,0
soldiers,soldier.n.01,soldier.n.01,1
on,O,O,1
ships,ship.n.01,ship.n.01,1
like,like.v.02,like.v.02,1
books,book.n.01,book.n.02,0
was,O,O,1
born,bear.v.02,bear.v.02,1
in,O,O,1
had,O,O,1
money,money.n.01,money.n.01,1
stolen,steal.v.01,steal.v.01,1
've,O,O,1
gained,gain.v.09,gain.v.09,1
five,O,O,1
kilograms,kilogram.n.01,kilogram.n.01,1
tire,tire.n.01,tire.n.01,1
needs,need.v.02,need.v.01,0
air,air.n.01,air.n.01,1
's,O,O,1
more,O,O,1
beautiful,beautiful.a.01,beautiful.a.01,1
than,O,O,1
failed,fail.v.07,fail.v.01,0
chemistry,chemistry.n.01,chemistry.n.01,1
're,O,O,1
looking,look.v.04,look.v.04,1
for,O,O,1
someone,person.n.01,person.n.01,1
was,O,O,1
born,bear.v.02,bear.v.02,1
in,O,O,1
state,state.n.01,state.n.01,1
of,O,O,1
father,father.n.01,father.n.01,1
cuts,cut.v.01,cut.v.01,1
wood,wood.n.01,wood.n.01,1
with,O,O,1
saw,saw.n.02,see.v.01,0
Many,O,O,1
people,person.n.01,person.n.01,1
attended,attend.v.01,attend.v.01,1
conference,conference.n.01,conference.n.01,1
stretched,stretch_out.v.03,stretch_out.v.03,1
out,O,O,1
legs,leg.n.01,leg.n.01,1
Camels,camel.n.01,camel.n.01,1
have,have.v.02,O,0
one,O,person.n.01,0
or,O,O,1
two,O,O,1
humps,hump.n.01,bulge.n.01,0
am,O,O,1
like,like.a.01,like.v.02,0
mother,mother.n.01,mother.n.01,1
freed,free.v.01,free.v.01,1
bird,O,bird.n.01,0
now,O,O,1
lives,live.v.01,live.v.01,1
in,O,O,1
district,district.n.01,district.n.01,1
is,O,O,1
notorious,notorious.a.01,ill-famed.s.01,0
for,O,O,1
air~pollution,air_pollution.n.01,O,0
am,O,O,1
interested,interested.a.01,interested.a.01,1
in,O,O,1
Asian,continent.n.01,continent.n.01,1
history,history.n.02,history.n.03,0
ship,ship.n.01,ship.n.01,1
was,O,O,1
approaching,approach.v.01,approach.v.01,1
harbor,harbor.n.01,harbor.n.01,1
fitting,fitting.n.04,fitting.s.01,0
room,room.n.01,room.n.01,1
is,O,O,1
occupied,occupied.a.01,occupy.v.05,0
yodels,yodel.v.01,yodel.n.01,0
exaggerated,exaggerate.v.01,exaggerate.v.01,1
There,O,O,1
are,be.v.03,O,0
bags,bag.n.01,bag.n.01,1
in,O,O,1
room,room.n.01,room.n.01,1
am,O,O,1
as,O,O,1
tall,tall.a.01,tall.a.01,1
will,O,O,1
meet,meet.v.01,meet.v.02,0
again,O,O,1
someday,O,O,1
spent,spend.v.01,spend.v.01,1
honeymoon,honeymoon.n.01,honeymoon.n.01,1
in,O,O,1
Maldives,country.n.02,maldives.n.01,0
have,have.v.01,O,0
pair,pair.n.02,pair.n.02,1
of,O,O,1
mittens,mitten.n.01,mitten.n.01,1
If,O,O,1
invite,invite.v.02,invite.v.01,0
may,O,O,1
come,come.v.01,come.v.02,0
's,O,O,1
left,leave.v.01,leave.v.01,1
's,O,O,1
kind~of,kind_of.r.01,kind_of.r.01,1
rude,rude.a.01,rude.a.01,1
was,be.v.01,O,0
anything~but,O,O,1
perfect,perfect.a.01,perfect.a.01,1
wife,wife.n.01,wife.n.01,1
flight,flight.n.02,flight.n.09,0
arrived,arrive.v.01,arrive.v.01,1
at,O,O,1
How,O,O,1
deep,deep.a.03,deep.a.03,1
lake,lake.n.01,lake.n.01,1
is,O,O,1
room,room.n.01,room.n.01,1
was,O,O,1
anything~but,O,O,1
tidy,tidy.a.01,tidy.n.01,0
will,O,O,1
arrive,arrive.v.01,arrive.v.01,1
in,O,O,1
at,O,O,1
's,be.v.08,O,0
goalkeeper,goalkeeper.n.01,goalkeeper.n.01,1
Spartan~Air~Lines,company.n.01,O,0
acquired,acquire.v.01,acquire.v.01,1
is,be.v.01,O,0
member,member.n.01,member.n.01,1
of,O,O,1
was,O,O,1
based,based.a.02,based.a.02,1
in,O,O,1
was,O,O,1
murdered,murder.v.01,murder.v.01,1
in,O,O,1
will,O,O,1
cost,cost.v.01,cost.v.01,1
€,euro.n.01,euro.n.01,1
doctor,doctor.n.01,doctor.n.01,1
examined,examine.v.02,examine.v.03,0
patients,patient.n.01,patient.n.01,1
book,book.n.02,book.n.02,1
is,be.v.01,O,0
baby,baby.n.01,baby.n.01,1
has,have.v.16,O,0
hereditary,hereditary.a.01,familial.s.02,0
disease,disease.n.01,disease.n.01,1
'm,O,O,1
too,O,O,1
busy,busy.a.01,busy.a.01,1
to,O,O,1
help,help.v.01,help.v.01,1
elephant,elephant.n.01,elephant.n.01,1
has,have.v.02,O,0
long,long.a.02,long.a.02,1
nose,nose.n.01,nose.n.01,1
appointed,appoint.v.01,appoint.v.02,0
as,O,O,1
manager,manager.n.01,manager.n.01,1
is,be.v.01,O,0
dead~language,dead_language.n.01,O,0
money,money.n.01,money.n.01,1
is,be.v.03,O,0
on,O,O,1
table,table.n.02,table.n.02,1
am,be.v.03,O,0
from,O,O,1
bread,bread.n.01,bread.n.01,1
is,be.v.03,O,0
in,O,O,1
oven,oven.n.01,oven.n.01,1
uncle,uncle.n.01,uncle.n.01,1
is,O,O,1
n't,O,O,1
young,young.a.01,young.a.01,1
but,O,O,1
's,O,O,1
healthy,healthy.a.01,healthy.a.01,1
is,be.v.01,O,0
very,very.r.01,very.r.01,1
big,big.a.01,big.a.01,1
country,country.n.02,country.n.02,1
drank,drink.v.01,drink.v.01,1
two,O,O,1
cups,cup.n.02,cup.n.02,1
of,O,O,1
coffee,coffee.n.01,coffee.n.01,1
trembled,tremble.v.01,tremble.v.01,1
more~and~more,more_and_more.r.01,O,0
clocks,clock.n.01,redstem_storksbill.n.01,0
in,O,O,1
city,city.n.01,city.n.01,1
were,O,O,1
striking,strike.v.05,strike.v.07,0
ten,O,O,1
shook,shake.v.09,shake.v.09,1
head,head.n.01,head.n.01,1
is,be.v.02,O,0
leader,leader.n.01,leader.n.01,1
of,O,O,1
How,O,O,1
many,O,O,1
inhabitants,inhabitant.n.01,inhabitant.n.01,1
does,O,O,1
have,have.v.02,O,0
did,O,O,1
call,call.v.01,call.v.03,0
house,house.n.01,house.n.01,1
couple,couple.n.02,couple.n.01,0
was,O,O,1
quarrelling,quarrel.v.01,quarrel.v.01,1
and,O,O,1
knocked,knock_down.v.01,knock.v.02,0
down,O,O,1
is,O,O,1
wiping,wipe.v.01,wipe.v.01,1
table,table.n.02,table.n.02,1
Are,O,O,1
big,big.a.01,big.a.01,1
's,O,O,1
stronger,strong.a.01,strong.a.01,1
than,O,O,1
pencil,pencil.n.01,pencil.n.01,1
has,O,O,1
been,O,O,1
sharpened,sharpen.v.01,sharpen.v.01,1
had,O,O,1
decayed,decayed.a.01,decayed.s.01,0
removed,remove.v.01,remove.v.01,1
met,meet.v.02,meet.v.01,0
in,O,O,1
has,have.v.04,O,0
hundreds,O,hundred.n.01,0
of,O,O,1
books,book.n.02,book.n.02,1
am,O,O,1
learning,learn.v.01,learn.v.01,1
lives,live.v.01,live.v.01,1
in,O,O,1
refrigerator,refrigerator.n.01,refrigerator.n.01,1
is,O,O,1
open,open.a.01,open.a.01,1
's,O,O,1
in~fashion,fashionable.a.03,fashionable.a.03,1
in,O,O,1
was,O,O,1
disqualified,disqualify.v.02,disqualify.v.02,1
thunder,thunder.n.02,boom.n.01,0
roared,roar.v.01,roar.v.01,1
is,be.v.03,O,0
in,O,O,1
office,office.n.01,office.n.01,1
right,O,O,1
now,O,O,1
want,want.v.01,want.v.01,1
to,O,O,1
hear,hear.v.02,hear.v.01,0
something,entity.n.01,entity.n.01,1
funny,funny.a.01,funny.a.01,1
was,O,O,1
kidnapped,kidnap.v.01,kidnap.v.01,1
loss,loss.n.06,loss.n.06,1
amounts,amount.v.02,amount.v.02,1
to,O,O,1
million,O,O,1
dollars,dollar.n.01,dollar.n.01,1
drank,drink.v.01,drink.v.01,1
wine,wine.n.01,wine.n.01,1
There,O,O,1
are,be.v.03,O,0
boys,boy.n.01,boy.n.01,1
in,O,O,1
park,park.n.02,park.n.02,1
's,be.v.01,O,0
favorite,favorite.a.02,favorite.a.02,1
kind,entity.n.01,entity.n.01,1
of,O,O,1
chocolate,chocolate.n.02,chocolate.n.02,1
'm,O,O,1
a~little,a_little.r.01,a_little.r.01,1
curious,curious.a.02,curious.a.02,1
ripped,take_out.v.11,rip_up.v.01,0
out,O,O,1
page,page.n.01,page.n.01,1
's,O,O,1
donating,donate.v.01,donate.v.01,1
money,money.n.01,money.n.01,1
for,O,O,1
cancer,cancer.n.01,cancer.n.01,1
research,research.n.01,research.n.01,1
watch,watch.n.01,watch.n.01,1
was,be.v.02,O,0
grandfather,grandfather.n.01,grandfather.n.01,1
's,watch.n.01,O,0
punched,punch.v.01,punch.v.01,1
in,O,O,1
