complained,complain.v.01
about,O
low,low.a.01
salary,wage.n.01
are,O
n't,O
married,marry.v.01
ironed,iron.v.01
pants,pants.n.03
am,O
from,O
's,O
boyfriend,boyfriend.n.01
is,O
bit,O
antisocial,antisocial.s.01
put,put.v.01
ice~cream,ice_cream.n.01
in,O
freezer,deep-freeze.n.01
chopped,chop.v.01
down,O
branch,branch.n.01
with,O
ax,ax.n.01
is,O
excellent,excellent.a.01
marksman,marksman.n.01
yogurt,yogurt.n.01
expires,expire.v.01
in,O
luggage,luggage.n.01
is,O
in,O
boot,boot.n.01
worked,work.v.02
from,O
six~PM,O
until,O
midnight,O
missed,miss.v.05
two~o'clock,O
plane,plane.n.01
made,make.v.06
peanut~butter,peanut_butter.n.01
and,O
jelly,jelly.n.02
sandwich,sandwich.n.01
were,O
not,O
amused,amused.a.01
music,music.n.01
lured,entice.v.01
everyone,person.n.01
Is,O
money,money.n.01
important,important.a.01
to,O
're,O
dieting,diet.v.01
was,O
christened,baptize.v.01
accident,accident.n.01
took,take.v.02
place,O
at,O
corner,corner.n.04
traffic~light,O
does,O
n't,O
work,work.v.02
earthquake,earthquake.n.01
was,O
terrible,terrible.a.01
misunderstood,misunderstand.v.01
There,O
are,O
many,O
movie~theaters,O
in,O
city,city.n.01
laptop~computer,O
is,O
very,very.r.01
thin,thin.a.01
spilled,spill.v.01
ketchup,ketchup.n.01
on,O
tie,tie.n.01
Someone,person.n.01
entered,enter.v.01
room,room.n.01
accompanied,accompany.v.03
on,O
piano,piano.n.01
was,O
born,bear.v.02
in,O
British,country.n.02
soldiers,soldier.n.01
had,O
been,O
captured,capture.v.03
sat,sit.v.01
next,next.a.02
to,O
on,O
bus,bus.n.01
is,O
too,O
lazy,lazy.a.02
to,O
cook,O
hate,hate.v.01
peanut~butter,peanut_butter.n.01
is,O
extremely,extremely.r.02
shy,shy.a.01
borrowed,borrow.v.01
ruler,ruler.n.01
was,O
thirty,O
is,O
patting,chuck.v.03
dog,dog.n.01
hamster,hamster.n.01
has,O
stuffed,stuff.v.01
cheeks,cheek.n.01
lives,live.v.01
near,O
beach,beach.n.01
went,go.v.01
fishing,fish.v.02
was,O
born,bear.v.02
in,O
love,love.v.01
ice~cream,ice_cream.n.01
owl,O
hoots,hoot.n.01
Many,O
philosophers,philosopher.n.01
come,come.v.02
from,O
is,O
no,no.r.01
longer,longer.r.01
amused,amused.a.01
is,O
addicted,addicted.a.01
to,O
alcohol,O
was,O
stung,sting.v.02
by,O
bee,bee.n.01
scored,score.v.01
points,point.n.10
needs,need.v.01
coat,coat.n.01
queen,O
stood,stand_up.v.01
beside,O
king,king.n.01
favorite,favorite.a.02
soccer~player,soccer_player.n.01
is,O
used,O
to,O
have,O
sports~car,sports_car.n.01
ironed,iron.v.01
shirts,shirt.n.01
documents,document.n.01
are,O
's,O
dropped,drop.v.01
off,O
at,O
apartment,apartment.n.01
Nobody,person.n.01
can,O
help,help.v.01
one,person.n.01
is,O
invulnerable,invulnerable.a.01
used,O
to,O
be,O
dancer,dancer.n.01
danced,dance.v.02
trusted,trust.v.01
's,O
already,O
out~of~fashion,unfashionable.a.01
